sample,flux
average,-7.630194571023434e-05
105,-6.003199579744077e-05
107,-0.000465508764804
109,0.0
12,0.0
17,0.0
182,-6.0832199496385255e-06
191,0.0
23,-1.3224252110159386e-05
74,0.0
95,0.0
