sample,flux
average,-7.319277547472458e-05
105,-0.0001131568457041
107,-5.240704483607309e-05
109,-7.775949785145608e-07
12,0.0
17,-1.4724967713699585e-06
182,-0.0001415225229564
191,-1.1842479903082637e-05
23,0.0
74,0.0
95,0.0
