sample,flux
average,-0.0025077865235034
105,-0.002819815537676
107,-0.0030150448965973
109,-0.0012013438037093
12,-0.0017076900979926
17,-0.0026113292612928
182,-0.0028412204709217
191,-0.0005677725763927
23,-0.0005476786887259
74,-0.0003822705643269
95,-0.00016104812342
