sample,flux
average,-1.288810161888836e-05
105,0.0
107,-1.8278482888525048e-05
109,0.0
12,-1.3652813399263076e-05
17,0.0
182,0.0
191,-8.914846801471335e-06
23,0.0
95,0.0
