sample,flux
average,-0.0001253912211941
109,-3.5313164571939964e-05
12,0.0
182,-4.028447198444845e-05
191,-3.424124354384689e-05
23,-1.6723516249041582e-05
74,-1.3331449522034925e-06
95,-1.8576490592343564e-05
