sample,flux
average,-0.0017503873215854
105,-0.0024354115365147
107,-0.0015446379814132
109,-0.0017727227987842
12,-0.0011880580543517
17,-0.0022663670844958
182,-0.0020425040925545
191,-0.0002851931729349
23,-0.000322718181141
74,-0.0001615939848789
95,-7.12881860260794e-05
