sample,flux
average,-6.0781351369172296e-05
105,-0.0002182993080766
107,-0.0006228277592429
109,-1.253709100155408e-05
12,-0.0001001636301774
17,0.0
182,-0.0003148781386647
191,-3.2527117166040333e-07
23,0.0
74,0.0
95,-4.3248458381173294e-06
