sample,flux
average,-0.000195
105,-8.213288304242918e-05
107,-2.318326774647801e-05
109,-0.0001947010530539
12,-0.0001281816906
182,-0.0001267241056963
191,-3.400709960208705e-05
23,-2.3549831095235557e-05
74,-3.49558542621647e-05
