sample,flux
average,-0.0016159377215598
105,-0.0028655438258213
107,-0.0031194186113049
109,-0.0008829457205058
12,-0.0017213995279596
17,-0.000401474258561
182,-0.0018123993990385
191,-0.0004328821681944
23,-0.0006197559158559
74,-0.0001714257524618
95,-4.4378763704572585e-05
