sample,flux
average,-0.0007471107461608
105,-0.0004797385518367
107,-0.0003255167688953
109,-0.0013078656936346
12,-0.0006017481855996
17,-0.0004002655206143
191,-0.0001317493400247
23,-0.0001046221628562
74,-0.0001025513169089
95,-2.151560119359812e-05
