sample,flux
average,-0.0004185702620701
105,-0.0004640622760186
107,0.0
109,-0.0003055718019032
12,-0.0006887711091528
17,-0.0006884798180846
182,-0.0002655725271617
191,-0.0001541688441587
23,-0.0001243956938555
74,-4.703175914560677e-05
95,0.0
