Genus,species,average_abundance
Erysipelotrichaceae,Erysipelotrichaceae bacterium 5 2 54FAA,0.0003827927927927928
Shigella,Shigella sonnei,7.837837837837837e-05
Lactobacillus,Lactobacillus curvatus,0.00037
Pseudomonas,Pseudomonas unclassified,0.00022252252252252252
Alistipes,Alistipes finegoldii,0.08429765765765769
Streptococcus,Streptococcus intermedius,0.002318468468468468
Fusobacterium,Fusobacterium gonidiaformans,0.02359945945945946
Coprococcus,Coprococcus eutactus,0.0
Providencia,Providencia unclassified,0.0
Holdemania,Holdemania filiformis,0.02660684684684685
Thermus,Thermus unclassified,7.072072072072073e-05
Streptococcus,Streptococcus sobrinus,0.004744234234234234
Sutterella,Sutterella wadsworthensis,0.8797198198198202
Jonquetella,Jonquetella anthropi,0.0
Mitsuokella,Mitsuokella unclassified,0.03409486486486486
Megasphaera,Megasphaera micronuciformis,0.032394504504504505
Carnobacterium,Carnobacterium maltaromaticum,0.0
Serratia,Serratia liquefaciens,4.234234234234234e-06
Porphyromonas,Porphyromonas asaccharolytica,0.00815153153153153
Bilophila,Bilophila wadsworthia,0.0270672072072072
Clostridium,Clostridium sp L2 50,0.01960918918918919
Lachnospiraceae,Lachnospiraceae oral taxon 107,0.0
Catenibacterium,Catenibacterium mitsuokai,0.1531706306306306
Gemella,Gemella sanguinis,0.008292792792792795
Porphyromonas,Porphyromonas somerae,0.00648009009009009
Butyrivibrio,Butyrivibrio unclassified,0.0
Lactobacillus,Lactobacillus sakei,0.001290900900900901
Subdoligranulum,Subdoligranulum variabile,0.00010531531531531533
Streptococcus,Streptococcus pasteurianus,0.0017362162162162162
Bacteroides,Bacteroides pectinophilus,0.0005195495495495495
Burkholderia,Burkholderia unclassified,0.00011792792792792792
Enterobacter,Enterobacter asburiae,0.0
Bacteroides,Bacteroides salanitronis,0.0
Aggregatibacter,Aggregatibacter unclassified,0.00019306306306306304
Lactobacillus,Lactobacillus vaginalis,0.0007874774774774774
Ralstonia,Ralstonia unclassified,0.0026070270270270274
Adlercreutzia,Adlercreutzia equolifaciens,0.03385855855855858
Ruminococcus,Ruminococcus albus,4.8648648648648654e-05
Selenomonas,Selenomonas flueggei,0.0
Turicibacter,Turicibacter sanguinis,0.07774036036036036
Prevotella,Prevotella baroniae,0.0
Thiomonas,Thiomonas unclassified,0.0
Clostridium,Clostridium scindens,0.0019363063063063063
Prevotella,Prevotella stercorea,1.9776481981981984
Enterococcus,Enterococcus raffinosus,0.0008062162162162163
Erysipelotrichaceae,Erysipelotrichaceae bacterium 3 1 53,0.0005546846846846847
Neisseria,Neisseria unclassified,0.002700810810810811
Dialister,Dialister micraerophilus,0.0
Megasphaera,Megasphaera genomosp type 1,0.0
Haemophilus,Haemophilus influenzae,0.0009261261261261261
Bacteroides,Bacteroides coprocola,2.1778835135135135
Brachyspira,Brachyspira pilosicoli,0.06655486486486487
Pseudomonas,Pseudomonas fragi,0.0
Propionibacterium,Propionibacterium propionicum,0.0
Bilophila,Bilophila sp 4 1 30,0.011101531531531532
Sutterella,Sutterella parvirubra,0.09682396396396396
Citrobacter,Citrobacter koseri,0.002205135135135135
Coprobacillus,Coprobacillus unclassified,0.19062567567567562
Aeromonas,Aeromonas hydrophila,0.0017556756756756757
Streptococcus,Streptococcus oligofermentans,9.333333333333333e-05
Parabacteroides,Parabacteroides distasonis,1.4554617117117115
Leuconostoc,Leuconostoc unclassified,4.558558558558558e-05
Prevotella,Prevotella nigrescens,0.02818477477477478
Dysgonomonas,Dysgonomonas mossii,0.0006036936936936937
Lactobacillus,Lactobacillus gasseri,0.0019643243243243243
Granulicella,Granulicella unclassified,0.0
Alistipes,Alistipes shahii,0.44856144144144144
Enterococcus,Enterococcus gilvus,0.0
Klebsiella,Klebsiella pneumoniae,0.47008819819819825
Lachnoanaerobaculum,Lachnoanaerobaculum saburreum,7.558558558558559e-05
Mitsuokella,Mitsuokella multacida,0.11777639639639641
Streptococcus,Streptococcus sanguinis,0.021931081081081088
Lachnospiraceae,Lachnospiraceae bacterium 1 1 57FAA,0.293674954954955
Megamonas,Megamonas rupellensis,0.10210747747747746
Lachnospiraceae,Lachnospiraceae bacterium 3 1 57FAA CT1,0.0344036036036036
Leuconostoc,Leuconostoc carnosum,0.0
Prevotella,Prevotella oralis,0.0
Clostridium,Clostridium hylemonae,0.0015301801801801804
Escherichia,Escherichia hermannii,0.0
Enterococcus,Enterococcus hirae,0.0
Peptostreptococcaceae,Peptostreptococcaceae noname unclassified,0.033776756756756746
Bacteroides,Bacteroides sp 3 1 33FAA,0.0
Edwardsiella,Edwardsiella tarda,0.0003445945945945946
Actinobacillus,Actinobacillus unclassified,0.0014351351351351352
Clostridium,Clostridium leptum,0.29689846846846835
Corynebacterium,Corynebacterium propinquum,0.0
Clostridium,Clostridium symbiosum,0.06578765765765764
