,metabolite,reaction,flux_healthy,flux_CRC,flux_diff,perc_flux_diff
319,MGlcn74_rl_medium,EX_MGlcn74_rl_medium,0.0,0.0,0.0,
320,MGlcn75_medium,EX_MGlcn75_medium,0.0,0.0,0.0,
321,MGlcn75_rl_medium,EX_MGlcn75_rl_medium,0.0,0.0,0.0,
322,MGlcn76_medium,EX_MGlcn76_medium,0.0,0.0,0.0,
316,MGlcn73_medium,EX_MGlcn73_medium,0.0,0.0,0.0,
323,MGlcn76_rl_medium,EX_MGlcn76_rl_medium,0.0,0.0,0.0,
325,MGlcn77_rl_medium,EX_MGlcn77_rl_medium,0.0,0.0,0.0,
326,MGlcn78_medium,EX_MGlcn78_medium,0.0,0.0,0.0,
327,MGlcn78_rl_medium,EX_MGlcn78_rl_medium,0.0,0.0,0.0,
328,MGlcn79_medium,EX_MGlcn79_medium,0.0,0.0,0.0,
329,MGlcn79_rl_medium,EX_MGlcn79_rl_medium,0.0,0.0,0.0,
330,MGlcn7_medium,EX_MGlcn7_medium,0.0,0.0,0.0,
324,MGlcn77_medium,EX_MGlcn77_medium,0.0,0.0,0.0,
315,MGlcn72_rl_medium,EX_MGlcn72_rl_medium,0.0,0.0,0.0,
314,MGlcn72_medium,EX_MGlcn72_medium,0.0,0.0,0.0,
313,MGlcn71_rl_medium,EX_MGlcn71_rl_medium,0.0,0.0,0.0,
298,MGlcn65_medium,EX_MGlcn65_medium,0.0,0.0,0.0,
299,MGlcn65_rl_medium,EX_MGlcn65_rl_medium,0.0,0.0,0.0,
300,MGlcn66_medium,EX_MGlcn66_medium,0.0,0.0,0.0,
601,xylan_medium,EX_xylan_medium,0.0,0.0,0.0,
302,MGlcn67_medium,EX_MGlcn67_medium,0.0,0.0,0.0,
303,MGlcn67_rl_medium,EX_MGlcn67_rl_medium,0.0,0.0,0.0,
304,MGlcn68_medium,EX_MGlcn68_medium,0.0,0.0,0.0,
305,MGlcn68_rl_medium,EX_MGlcn68_rl_medium,0.0,0.0,0.0,
306,MGlcn69_medium,EX_MGlcn69_medium,0.0,0.0,0.0,
307,MGlcn69_rl_medium,EX_MGlcn69_rl_medium,0.0,0.0,0.0,
308,MGlcn6_medium,EX_MGlcn6_medium,0.0,0.0,0.0,
309,MGlcn6_rl_medium,EX_MGlcn6_rl_medium,0.0,0.0,0.0,
310,MGlcn70_medium,EX_MGlcn70_medium,0.0,0.0,0.0,
311,MGlcn70_rl_medium,EX_MGlcn70_rl_medium,0.0,0.0,0.0,
312,MGlcn71_medium,EX_MGlcn71_medium,0.0,0.0,0.0,
331,MGlcn7_rl_medium,EX_MGlcn7_rl_medium,0.0,0.0,0.0,
369,MGlcn97_rl_medium,EX_MGlcn97_rl_medium,0.0,0.0,0.0,
332,MGlcn80_medium,EX_MGlcn80_medium,0.0,0.0,0.0,
334,MGlcn81_medium,EX_MGlcn81_medium,0.0,0.0,0.0,
354,MGlcn90_medium,EX_MGlcn90_medium,0.0,0.0,0.0,
355,MGlcn90_rl_medium,EX_MGlcn90_rl_medium,0.0,0.0,0.0,
356,MGlcn91_medium,EX_MGlcn91_medium,0.0,0.0,0.0,
357,MGlcn91_rl_medium,EX_MGlcn91_rl_medium,0.0,0.0,0.0,
358,MGlcn92_medium,EX_MGlcn92_medium,0.0,0.0,0.0,
359,MGlcn92_rl_medium,EX_MGlcn92_rl_medium,0.0,0.0,0.0,
353,MGlcn8_rl_medium,EX_MGlcn8_rl_medium,0.0,0.0,0.0,
360,MGlcn93_medium,EX_MGlcn93_medium,0.0,0.0,0.0,
362,MGlcn94_medium,EX_MGlcn94_medium,0.0,0.0,0.0,
363,MGlcn94_rl_medium,EX_MGlcn94_rl_medium,0.0,0.0,0.0,
364,MGlcn95_medium,EX_MGlcn95_medium,0.0,0.0,0.0,
365,MGlcn95_rl_medium,EX_MGlcn95_rl_medium,0.0,0.0,0.0,
438,cholate_medium,EX_cholate_medium,0.0,0.0,0.0,
367,MGlcn96_rl_medium,EX_MGlcn96_rl_medium,0.0,0.0,0.0,
361,MGlcn93_rl_medium,EX_MGlcn93_rl_medium,0.0,0.0,0.0,
352,MGlcn8_medium,EX_MGlcn8_medium,0.0,0.0,0.0,
351,MGlcn89_rl_medium,EX_MGlcn89_rl_medium,0.0,0.0,0.0,
350,MGlcn89_medium,EX_MGlcn89_medium,0.0,0.0,0.0,
335,MGlcn81_rl_medium,EX_MGlcn81_rl_medium,0.0,0.0,0.0,
336,MGlcn82_medium,EX_MGlcn82_medium,0.0,0.0,0.0,
337,MGlcn82_rl_medium,EX_MGlcn82_rl_medium,0.0,0.0,0.0,
338,MGlcn83_medium,EX_MGlcn83_medium,0.0,0.0,0.0,
339,MGlcn83_rl_medium,EX_MGlcn83_rl_medium,0.0,0.0,0.0,
340,MGlcn84_medium,EX_MGlcn84_medium,0.0,0.0,0.0,
341,MGlcn84_rl_medium,EX_MGlcn84_rl_medium,0.0,0.0,0.0,
342,MGlcn85_medium,EX_MGlcn85_medium,0.0,0.0,0.0,
343,MGlcn85_rl_medium,EX_MGlcn85_rl_medium,0.0,0.0,0.0,
344,MGlcn86_medium,EX_MGlcn86_medium,0.0,0.0,0.0,
345,MGlcn86_rl_medium,EX_MGlcn86_rl_medium,0.0,0.0,0.0,
346,MGlcn87_medium,EX_MGlcn87_medium,0.0,0.0,0.0,
347,MGlcn87_rl_medium,EX_MGlcn87_rl_medium,0.0,0.0,0.0,
348,MGlcn88_medium,EX_MGlcn88_medium,0.0,0.0,0.0,
349,MGlcn88_rl_medium,EX_MGlcn88_rl_medium,0.0,0.0,0.0,
333,MGlcn80_rl_medium,EX_MGlcn80_rl_medium,0.0,0.0,0.0,
440,core2_medium,EX_core2_medium,0.0,0.0,0.0,
446,core6_medium,EX_core6_medium,0.0,0.0,0.0,
442,core3_medium,EX_core3_medium,0.0,0.0,0.0,
557,oaa_medium,EX_oaa_medium,0.0,0.0,0.0,
556,no_medium,EX_no_medium,0.0,0.0,0.0,
555,no3_medium,EX_no3_medium,0.0,0.0,0.0,
554,ni2_medium,EX_ni2_medium,0.0,0.0,0.0,
552,ncam_medium,EX_ncam_medium,0.0,0.0,0.0,
550,na1_medium,EX_na1_medium,0.0,0.0,0.0,
549,n2o_medium,EX_n2o_medium,0.0,0.0,0.0,
548,n2_medium,EX_n2_medium,0.0,0.0,0.0,
547,mso3_medium,EX_mso3_medium,0.0,0.0,0.0,
546,mops_medium,EX_mops_medium,0.0,0.0,0.0,
545,mnl_medium,EX_mnl_medium,0.0,0.0,0.0,
544,metsox_S_L_medium,EX_metsox_S_L_medium,0.0,0.0,0.0,
543,metsox_R_L_medium,EX_metsox_R_L_medium,0.0,0.0,0.0,
542,met_D_medium,EX_met_D_medium,0.0,0.0,0.0,
541,meoh_medium,EX_meoh_medium,0.0,0.0,0.0,
540,melib_medium,EX_melib_medium,0.0,0.0,0.0,
539,mantr_medium,EX_mantr_medium,0.0,0.0,0.0,
523,isoval_medium,EX_isoval_medium,0.0,0.0,0.0,
524,ispre_medium,EX_ispre_medium,0.0,0.0,0.0,
525,kesto_medium,EX_kesto_medium,0.0,0.0,0.0,
526,kestopt_medium,EX_kestopt_medium,0.0,0.0,0.0,
527,kestottr_medium,EX_kestottr_medium,0.0,0.0,0.0,
530,lald_L_medium,EX_lald_L_medium,0.0,0.0,0.0,
558,oxa_medium,EX_oxa_medium,0.0,0.0,0.0,
531,lctnb_medium,EX_lctnb_medium,0.0,0.0,0.0,
533,lmn2_medium,EX_lmn2_medium,0.0,0.0,0.0,
534,lmn30_medium,EX_lmn30_medium,0.0,0.0,0.0,
535,mal_L_medium,EX_mal_L_medium,0.0,0.0,0.0,
536,malt_medium,EX_malt_medium,0.0,0.0,0.0,
537,malttr_medium,EX_malttr_medium,0.0,0.0,0.0,
538,man_medium,EX_man_medium,0.0,0.0,0.0,
532,lcts_medium,EX_lcts_medium,0.0,0.0,0.0,
559,pac_medium,EX_pac_medium,0.0,0.0,0.0,
560,pb_medium,EX_pb_medium,0.0,0.0,0.0,
561,pect_medium,EX_pect_medium,0.0,0.0,0.0,
582,succ_medium,EX_succ_medium,0.0,0.0,0.0,
583,sulfac_medium,EX_sulfac_medium,0.0,0.0,0.0,
584,taur_medium,EX_taur_medium,0.0,0.0,0.0,
585,tchola_medium,EX_tchola_medium,0.0,0.0,0.0,
586,tdchola_medium,EX_tdchola_medium,0.0,0.0,0.0,
587,thf_medium,EX_thf_medium,0.0,0.0,0.0,
581,strch2_medium,EX_strch2_medium,0.0,0.0,0.0,
590,tmao_medium,EX_tmao_medium,0.0,0.0,0.0,
592,tsul_medium,EX_tsul_medium,0.0,0.0,0.0,
593,tym_medium,EX_tym_medium,0.0,0.0,0.0,
594,uchol_medium,EX_uchol_medium,0.0,0.0,0.0,
598,val_L_medium,EX_val_L_medium,0.0,0.0,0.0,
599,xtsn_medium,EX_xtsn_medium,0.0,0.0,0.0,
600,xyl_D_medium,EX_xyl_D_medium,0.0,0.0,0.0,
591,trypta_medium,EX_trypta_medium,0.0,0.0,0.0,
522,isochol_medium,EX_isochol_medium,0.0,0.0,0.0,
580,srtn_medium,EX_srtn_medium,0.0,0.0,0.0,
578,ser_D_medium,EX_ser_D_medium,0.0,0.0,0.0,
562,pime_medium,EX_pime_medium,0.0,0.0,0.0,
564,ppi_medium,EX_ppi_medium,0.0,0.0,0.0,
565,pppn_medium,EX_pppn_medium,0.0,0.0,0.0,
566,pydam_medium,EX_pydam_medium,0.0,0.0,0.0,
567,pyr_medium,EX_pyr_medium,0.0,0.0,0.0,
568,raffin_medium,EX_raffin_medium,0.0,0.0,0.0,
579,so3_medium,EX_so3_medium,0.0,0.0,0.0,
569,rbflvrd_medium,EX_rbflvrd_medium,0.0,0.0,0.0,
571,rmn_medium,EX_rmn_medium,0.0,0.0,0.0,
572,sT_antigen_medium,EX_sT_antigen_medium,0.0,0.0,0.0,
573,sT_antigen_rl_medium,EX_sT_antigen_rl_medium,0.0,0.0,0.0,
575,sbt_D_medium,EX_sbt_D_medium,0.0,0.0,0.0,
576,sel_medium,EX_sel_medium,0.0,0.0,0.0,
577,selni_medium,EX_selni_medium,0.0,0.0,0.0,
570,rib_D_medium,EX_rib_D_medium,0.0,0.0,0.0,
521,isocapr_medium,EX_isocapr_medium,0.0,0.0,0.0,
520,isobut_medium,EX_isobut_medium,0.0,0.0,0.0,
519,isetac_medium,EX_isetac_medium,0.0,0.0,0.0,
462,dsT_antigen_medium,EX_dsT_antigen_medium,0.0,0.0,0.0,
463,dsT_antigen_rl_medium,EX_dsT_antigen_rl_medium,0.0,0.0,0.0,
464,etha_medium,EX_etha_medium,0.0,0.0,0.0,
465,ethso3_medium,EX_ethso3_medium,0.0,0.0,0.0,
466,etoh_medium,EX_etoh_medium,0.0,0.0,0.0,
467,f1a_medium,EX_f1a_medium,0.0,0.0,0.0,
461,drib_medium,EX_drib_medium,0.0,0.0,0.0,
468,f1a_rl_medium,EX_f1a_rl_medium,0.0,0.0,0.0,
472,fuc1p_L_medium,EX_fuc1p_L_medium,0.0,0.0,0.0,
473,fuc_L_medium,EX_fuc_L_medium,0.0,0.0,0.0,
474,g6p_medium,EX_g6p_medium,0.0,0.0,0.0,
475,gal1a3acgal_medium,EX_gal1a3acgal_medium,0.0,0.0,0.0,
476,gal1b3acgal_medium,EX_gal1b3acgal_medium,0.0,0.0,0.0,
478,galct_D_medium,EX_galct_D_medium,0.0,0.0,0.0,
469,fecrm_medium,EX_fecrm_medium,0.0,0.0,0.0,
479,galctn_D_medium,EX_galctn_D_medium,0.0,0.0,0.0,
460,dopa_medium,EX_dopa_medium,0.0,0.0,0.0,
458,dms_medium,EX_dms_medium,0.0,0.0,0.0,
443,core4_medium,EX_core4_medium,0.0,0.0,0.0,
444,core4_rl_medium,EX_core4_rl_medium,0.0,0.0,0.0,
445,core5_medium,EX_core5_medium,0.0,0.0,0.0,
297,MGlcn64_rl_medium,EX_MGlcn64_rl_medium,0.0,0.0,0.0,
447,core7_medium,EX_core7_medium,0.0,0.0,0.0,
448,core8_medium,EX_core8_medium,0.0,0.0,0.0,
459,dmso_medium,EX_dmso_medium,0.0,0.0,0.0,
449,crn_medium,EX_crn_medium,0.0,0.0,0.0,
452,ctbt_medium,EX_ctbt_medium,0.0,0.0,0.0,
453,cys_L_medium,EX_cys_L_medium,0.0,0.0,0.0,
454,dgchol_medium,EX_dgchol_medium,0.0,0.0,0.0,
455,dhcinnm_medium,EX_dhcinnm_medium,0.0,0.0,0.0,
456,dhpppn_medium,EX_dhpppn_medium,0.0,0.0,0.0,
457,diact_medium,EX_diact_medium,0.0,0.0,0.0,
450,cro4_medium,EX_cro4_medium,0.0,0.0,0.0,
441,core2_rl_medium,EX_core2_rl_medium,0.0,0.0,0.0,
480,galt_medium,EX_galt_medium,0.0,0.0,0.0,
482,gbbtn_medium,EX_gbbtn_medium,0.0,0.0,0.0,
503,glytyr_medium,EX_glytyr_medium,0.0,0.0,0.0,
504,gncore1_medium,EX_gncore1_medium,0.0,0.0,0.0,
505,gncore1_rl_medium,EX_gncore1_rl_medium,0.0,0.0,0.0,
506,gncore2_medium,EX_gncore2_medium,0.0,0.0,0.0,
507,gncore2_rl_medium,EX_gncore2_rl_medium,0.0,0.0,0.0,
508,gthrd_medium,EX_gthrd_medium,0.0,0.0,0.0,
502,glyphe_medium,EX_glyphe_medium,0.0,0.0,0.0,
509,h2_medium,EX_h2_medium,0.0,0.0,0.0,
513,hexs_medium,EX_hexs_medium,0.0,0.0,0.0,
514,hg2_medium,EX_hg2_medium,0.0,0.0,0.0,
515,hista_medium,EX_hista_medium,0.0,0.0,0.0,
516,icdchol_medium,EX_icdchol_medium,0.0,0.0,0.0,
517,idon_L_medium,EX_idon_L_medium,0.0,0.0,0.0,
518,ind3ac_medium,EX_ind3ac_medium,0.0,0.0,0.0,
512,hdca_medium,EX_hdca_medium,0.0,0.0,0.0,
481,galur_medium,EX_galur_medium,0.0,0.0,0.0,
501,glygn5_medium,EX_glygn5_medium,0.0,0.0,0.0,
499,glygn2_medium,EX_glygn2_medium,0.0,0.0,0.0,
484,gchola_medium,EX_gchola_medium,0.0,0.0,0.0,
485,glc_D_medium,EX_glc_D_medium,0.0,0.0,0.0,
486,glcn_medium,EX_glcn_medium,0.0,0.0,0.0,
487,glcr_medium,EX_glcr_medium,0.0,0.0,0.0,
488,glctnb_medium,EX_glctnb_medium,0.0,0.0,0.0,
489,glcur_medium,EX_glcur_medium,0.0,0.0,0.0,
500,glygn4_medium,EX_glygn4_medium,0.0,0.0,0.0,
490,glutar_medium,EX_glutar_medium,0.0,0.0,0.0,
492,glyasn_medium,EX_glyasn_medium,0.0,0.0,0.0,
493,glyasp_medium,EX_glyasp_medium,0.0,0.0,0.0,
495,glyclt_medium,EX_glyclt_medium,0.0,0.0,0.0,
496,glycys_medium,EX_glycys_medium,0.0,0.0,0.0,
497,glygln_medium,EX_glygln_medium,0.0,0.0,0.0,
498,glyglu_medium,EX_glyglu_medium,0.0,0.0,0.0,
491,gly_medium,EX_gly_medium,0.0,0.0,0.0,
296,MGlcn64_medium,EX_MGlcn64_medium,0.0,0.0,0.0,
0,C02528_medium,EX_C02528_medium,0.0,0.0,0.0,
294,MGlcn63_medium,EX_MGlcn63_medium,0.0,0.0,0.0,
95,MGlcn143_medium,EX_MGlcn143_medium,0.0,0.0,0.0,
96,MGlcn143_rl_medium,EX_MGlcn143_rl_medium,0.0,0.0,0.0,
97,MGlcn144_medium,EX_MGlcn144_medium,0.0,0.0,0.0,
98,MGlcn144_rl_medium,EX_MGlcn144_rl_medium,0.0,0.0,0.0,
99,MGlcn145_medium,EX_MGlcn145_medium,0.0,0.0,0.0,
100,MGlcn145_rl_medium,EX_MGlcn145_rl_medium,0.0,0.0,0.0,
94,MGlcn142_rl_medium,EX_MGlcn142_rl_medium,0.0,0.0,0.0,
101,MGlcn146_medium,EX_MGlcn146_medium,0.0,0.0,0.0,
103,MGlcn147_medium,EX_MGlcn147_medium,0.0,0.0,0.0,
104,MGlcn147_rl_medium,EX_MGlcn147_rl_medium,0.0,0.0,0.0,
105,MGlcn148_medium,EX_MGlcn148_medium,0.0,0.0,0.0,
106,MGlcn148_rl_medium,EX_MGlcn148_rl_medium,0.0,0.0,0.0,
107,MGlcn149_medium,EX_MGlcn149_medium,0.0,0.0,0.0,
108,MGlcn149_rl_medium,EX_MGlcn149_rl_medium,0.0,0.0,0.0,
102,MGlcn146_rl_medium,EX_MGlcn146_rl_medium,0.0,0.0,0.0,
93,MGlcn142_medium,EX_MGlcn142_medium,0.0,0.0,0.0,
92,MGlcn141_rl_medium,EX_MGlcn141_rl_medium,0.0,0.0,0.0,
91,MGlcn141_medium,EX_MGlcn141_medium,0.0,0.0,0.0,
76,MGlcn134_rl_medium,EX_MGlcn134_rl_medium,0.0,0.0,0.0,
77,MGlcn135_medium,EX_MGlcn135_medium,0.0,0.0,0.0,
78,MGlcn135_rl_medium,EX_MGlcn135_rl_medium,0.0,0.0,0.0,
79,MGlcn136_medium,EX_MGlcn136_medium,0.0,0.0,0.0,
80,MGlcn136_rl_medium,EX_MGlcn136_rl_medium,0.0,0.0,0.0,
81,MGlcn137_medium,EX_MGlcn137_medium,0.0,0.0,0.0,
82,MGlcn137_rl_medium,EX_MGlcn137_rl_medium,0.0,0.0,0.0,
83,MGlcn138_medium,EX_MGlcn138_medium,0.0,0.0,0.0,
84,MGlcn138_rl_medium,EX_MGlcn138_rl_medium,0.0,0.0,0.0,
85,MGlcn139_medium,EX_MGlcn139_medium,0.0,0.0,0.0,
86,MGlcn139_rl_medium,EX_MGlcn139_rl_medium,0.0,0.0,0.0,
87,MGlcn13_medium,EX_MGlcn13_medium,0.0,0.0,0.0,
88,MGlcn13_rl_medium,EX_MGlcn13_rl_medium,0.0,0.0,0.0,
89,MGlcn140_medium,EX_MGlcn140_medium,0.0,0.0,0.0,
90,MGlcn140_rl_medium,EX_MGlcn140_rl_medium,0.0,0.0,0.0,
109,MGlcn14_medium,EX_MGlcn14_medium,0.0,0.0,0.0,
110,MGlcn14_rl_medium,EX_MGlcn14_rl_medium,0.0,0.0,0.0,
111,MGlcn150_medium,EX_MGlcn150_medium,0.0,0.0,0.0,
112,MGlcn150_rl_medium,EX_MGlcn150_rl_medium,0.0,0.0,0.0,
132,MGlcn15_rl_medium,EX_MGlcn15_rl_medium,0.0,0.0,0.0,
133,MGlcn160_medium,EX_MGlcn160_medium,0.0,0.0,0.0,
134,MGlcn160_rl_medium,EX_MGlcn160_rl_medium,0.0,0.0,0.0,
135,MGlcn161_medium,EX_MGlcn161_medium,0.0,0.0,0.0,
136,MGlcn161_rl_medium,EX_MGlcn161_rl_medium,0.0,0.0,0.0,
137,MGlcn162_medium,EX_MGlcn162_medium,0.0,0.0,0.0,
138,MGlcn162_rl_medium,EX_MGlcn162_rl_medium,0.0,0.0,0.0,
139,MGlcn163_medium,EX_MGlcn163_medium,0.0,0.0,0.0,
140,MGlcn163_rl_medium,EX_MGlcn163_rl_medium,0.0,0.0,0.0,
141,MGlcn164_medium,EX_MGlcn164_medium,0.0,0.0,0.0,
142,MGlcn164_rl_medium,EX_MGlcn164_rl_medium,0.0,0.0,0.0,
143,MGlcn165_medium,EX_MGlcn165_medium,0.0,0.0,0.0,
295,MGlcn63_rl_medium,EX_MGlcn63_rl_medium,0.0,0.0,0.0,
145,MGlcn166_medium,EX_MGlcn166_medium,0.0,0.0,0.0,
146,MGlcn166_rl_medium,EX_MGlcn166_rl_medium,0.0,0.0,0.0,
131,MGlcn15_medium,EX_MGlcn15_medium,0.0,0.0,0.0,
75,MGlcn134_medium,EX_MGlcn134_medium,0.0,0.0,0.0,
130,MGlcn159_rl_medium,EX_MGlcn159_rl_medium,0.0,0.0,0.0,
128,MGlcn158_rl_medium,EX_MGlcn158_rl_medium,0.0,0.0,0.0,
113,MGlcn151_medium,EX_MGlcn151_medium,0.0,0.0,0.0,
114,MGlcn151_rl_medium,EX_MGlcn151_rl_medium,0.0,0.0,0.0,
115,MGlcn152_medium,EX_MGlcn152_medium,0.0,0.0,0.0,
116,MGlcn152_rl_medium,EX_MGlcn152_rl_medium,0.0,0.0,0.0,
117,MGlcn153_medium,EX_MGlcn153_medium,0.0,0.0,0.0,
118,MGlcn153_rl_medium,EX_MGlcn153_rl_medium,0.0,0.0,0.0,
119,MGlcn154_medium,EX_MGlcn154_medium,0.0,0.0,0.0,
120,MGlcn154_rl_medium,EX_MGlcn154_rl_medium,0.0,0.0,0.0,
121,MGlcn155_medium,EX_MGlcn155_medium,0.0,0.0,0.0,
122,MGlcn155_rl_medium,EX_MGlcn155_rl_medium,0.0,0.0,0.0,
123,MGlcn156_medium,EX_MGlcn156_medium,0.0,0.0,0.0,
124,MGlcn156_rl_medium,EX_MGlcn156_rl_medium,0.0,0.0,0.0,
125,MGlcn157_medium,EX_MGlcn157_medium,0.0,0.0,0.0,
126,MGlcn157_rl_medium,EX_MGlcn157_rl_medium,0.0,0.0,0.0,
127,MGlcn158_medium,EX_MGlcn158_medium,0.0,0.0,0.0,
