,metabolite,reaction,flux_healthy,flux_CRC,flux_diff,perc_flux_diff
89,ser_L_medium,EX_ser_L_medium,2.6006211662710745,5.019743878176007,-2.419122711904932,-0.9302095758043892
45,glyb_medium,EX_glyb_medium,6.009579138911692,8.136283629131752,-2.1267044902200594,-0.3538857615585367
73,o2_medium,EX_o2_medium,54.92862641028891,56.35913312244602,-1.4305067121571042,-0.026043009003573953
44,glu_L_medium,EX_glu_L_medium,9.134983144369963,10.42422933964368,-1.2892461952737175,-0.14113284884037258
72,no2_medium,EX_no2_medium,5.889894708556847,7.021523766551283,-1.1316290579944361,-0.1921306091177494
29,cytd_medium,EX_cytd_medium,6.674134924907224,7.577796418132376,-0.9036614932251519,-0.1353975464075164
88,salcn_medium,EX_salcn_medium,5.23376505581727,5.833593457484699,-0.5998284016674287,-0.11460743752735447
95,sucr_medium,EX_sucr_medium,9.090925583594034,9.676213303252291,-0.5852877196582575,-0.0643815323617321
17,arg_L_medium,EX_arg_L_medium,3.723204752452391,4.297063023459211,-0.5738582710068201,-0.15413019405629858
11,akg_medium,EX_akg_medium,2.501308783104318,2.940897753282644,-0.43958897017832577,-0.17574358397796924
41,fum_medium,EX_fum_medium,2.0621672058700518,2.474081663620342,-0.41191445775029045,-0.199748331065375
97,thr_L_medium,EX_thr_L_medium,6.310379024996887,6.563637034414892,-0.2532580094180048,-0.040133565418937686
98,tre_medium,EX_tre_medium,1.3587228135028366,1.5450064191837989,-0.18628360568096225,-0.1371019930111546
55,hxan_medium,EX_hxan_medium,0.343198226270856,0.511106833258308,-0.16790860698745197,-0.48924672138292624
33,dextrin_medium,EX_dextrin_medium,0.579083178540878,0.7077199610533816,-0.12863678251250366,-0.22213869661458846
1,MGlcn174_medium,EX_MGlcn174_medium,0.1630788725728331,0.2748924652104769,-0.11181359263764379,-0.6856411923482388
49,glypro_medium,EX_glypro_medium,0.2597625544060219,0.3689518501852749,-0.10918929577925296,-0.4203427088593555
93,strch1_medium,EX_strch1_medium,0.4385413472828139,0.5234080704877139,-0.08486672320489996,-0.19352045988532454
10,adn_medium,EX_adn_medium,1.6190450095399322,1.6971446594528945,-0.07809964991296225,-0.04823809681187001
15,amp_medium,EX_amp_medium,1.0841306444073862,1.1551323570375336,-0.07100171263014743,-0.06549184177794255
65,met_L_medium,EX_met_L_medium,0.5895300148227955,0.634007359004001,-0.044477344181205414,-0.0754454278202861
34,dgsn_medium,EX_dgsn_medium,0.3474339582197276,0.3798969347279086,-0.032462976508180974,-0.09343639486054618
