,metabolite,reaction,flux_healthy,flux_CRC,flux_diff,perc_flux_diff
42,MGlcn121_medium,EX_MGlcn121_medium,0.0,0.0,0.0,
41,MGlcn120_rl_medium,EX_MGlcn120_rl_medium,0.0,0.0,0.0,
40,MGlcn120_medium,EX_MGlcn120_medium,0.0,0.0,0.0,
39,MGlcn119_rl_medium,EX_MGlcn119_rl_medium,0.0,0.0,0.0,
38,MGlcn119_medium,EX_MGlcn119_medium,0.0,0.0,0.0,
37,MGlcn118_rl_medium,EX_MGlcn118_rl_medium,0.0,0.0,0.0,
36,MGlcn118_medium,EX_MGlcn118_medium,0.0,0.0,0.0,
35,MGlcn117_rl_medium,EX_MGlcn117_rl_medium,0.0,0.0,0.0,
34,MGlcn117_medium,EX_MGlcn117_medium,0.0,0.0,0.0,
33,MGlcn116_rl_medium,EX_MGlcn116_rl_medium,0.0,0.0,0.0,
32,MGlcn116_medium,EX_MGlcn116_medium,0.0,0.0,0.0,
30,MGlcn115_medium,EX_MGlcn115_medium,0.0,0.0,0.0,
123,MGlcn15_rl_medium,EX_MGlcn15_rl_medium,0.0,0.0,0.0,
117,MGlcn157_rl_medium,EX_MGlcn157_rl_medium,0.0,0.0,0.0,
125,MGlcn160_rl_medium,EX_MGlcn160_rl_medium,0.0,0.0,0.0,
207,MGlcn2_rl_medium,EX_MGlcn2_rl_medium,0.0,0.0,0.0,
206,MGlcn2_medium,EX_MGlcn2_medium,0.0,0.0,0.0,
205,MGlcn29_rl_medium,EX_MGlcn29_rl_medium,0.0,0.0,0.0,
204,MGlcn29_medium,EX_MGlcn29_medium,0.0,0.0,0.0,
203,MGlcn28_rl_medium,EX_MGlcn28_rl_medium,0.0,0.0,0.0,
202,MGlcn28_medium,EX_MGlcn28_medium,0.0,0.0,0.0,
201,MGlcn27_rl_medium,EX_MGlcn27_rl_medium,0.0,0.0,0.0,
200,MGlcn27_medium,EX_MGlcn27_medium,0.0,0.0,0.0,
199,MGlcn26_rl_medium,EX_MGlcn26_rl_medium,0.0,0.0,0.0,
198,MGlcn26_medium,EX_MGlcn26_medium,0.0,0.0,0.0,
197,MGlcn25_rl_medium,EX_MGlcn25_rl_medium,0.0,0.0,0.0,
196,MGlcn25_medium,EX_MGlcn25_medium,0.0,0.0,0.0,
195,MGlcn24_rl_medium,EX_MGlcn24_rl_medium,0.0,0.0,0.0,
194,MGlcn24_medium,EX_MGlcn24_medium,0.0,0.0,0.0,
193,MGlcn23_rl_medium,EX_MGlcn23_rl_medium,0.0,0.0,0.0,
192,MGlcn23_medium,EX_MGlcn23_medium,0.0,0.0,0.0,
191,MGlcn22_rl_medium,EX_MGlcn22_rl_medium,0.0,0.0,0.0,
190,MGlcn22_medium,EX_MGlcn22_medium,0.0,0.0,0.0,
189,MGlcn21_rl_medium,EX_MGlcn21_rl_medium,0.0,0.0,0.0,
188,MGlcn21_medium,EX_MGlcn21_medium,0.0,0.0,0.0,
187,MGlcn20_rl_medium,EX_MGlcn20_rl_medium,-2e-06,-2e-06,0.0,-0.0
186,MGlcn20_medium,EX_MGlcn20_medium,-2e-06,-2e-06,0.0,-0.0
185,MGlcn19_rl_medium,EX_MGlcn19_rl_medium,-2e-06,-2e-06,0.0,-0.0
184,MGlcn19_medium,EX_MGlcn19_medium,-2e-06,-2e-06,0.0,-0.0
124,MGlcn160_medium,EX_MGlcn160_medium,0.0,0.0,0.0,
182,MGlcn196_medium,EX_MGlcn196_medium,0.0,0.0,0.0,
181,MGlcn195_rl_medium,EX_MGlcn195_rl_medium,0.0,0.0,0.0,
208,MGlcn30_medium,EX_MGlcn30_medium,0.0,0.0,0.0,
209,MGlcn30_rl_medium,EX_MGlcn30_rl_medium,0.0,0.0,0.0,
210,MGlcn31_medium,EX_MGlcn31_medium,0.0,0.0,0.0,
211,MGlcn31_rl_medium,EX_MGlcn31_rl_medium,0.0,0.0,0.0,
239,MGlcn47_medium,EX_MGlcn47_medium,0.0,0.0,0.0,
238,MGlcn46_rl_medium,EX_MGlcn46_rl_medium,-1e-06,-1e-06,0.0,-0.0
237,MGlcn46_medium,EX_MGlcn46_medium,0.0,0.0,0.0,
236,MGlcn45_rl_medium,EX_MGlcn45_rl_medium,0.0,0.0,0.0,
235,MGlcn45_medium,EX_MGlcn45_medium,0.0,0.0,0.0,
234,MGlcn42_rl_medium,EX_MGlcn42_rl_medium,0.0,0.0,0.0,
233,MGlcn42_medium,EX_MGlcn42_medium,0.0,0.0,0.0,
232,MGlcn41_rl_medium,EX_MGlcn41_rl_medium,0.0,0.0,0.0,
231,MGlcn41_medium,EX_MGlcn41_medium,0.0,0.0,0.0,
230,MGlcn40_medium,EX_MGlcn40_medium,0.0,0.0,0.0,
229,MGlcn3_rl_medium,EX_MGlcn3_rl_medium,0.0,0.0,0.0,
228,MGlcn3_medium,EX_MGlcn3_medium,0.0,0.0,0.0,
227,MGlcn39_rl_medium,EX_MGlcn39_rl_medium,0.0,0.0,0.0,
180,MGlcn195_medium,EX_MGlcn195_medium,0.0,0.0,0.0,
226,MGlcn39_medium,EX_MGlcn39_medium,0.0,0.0,0.0,
224,MGlcn38_medium,EX_MGlcn38_medium,0.0,0.0,0.0,
223,MGlcn37_rl_medium,EX_MGlcn37_rl_medium,0.0,0.0,0.0,
222,MGlcn37_medium,EX_MGlcn37_medium,0.0,0.0,0.0,
221,MGlcn36_rl_medium,EX_MGlcn36_rl_medium,0.0,0.0,0.0,
220,MGlcn36_medium,EX_MGlcn36_medium,0.0,0.0,0.0,
219,MGlcn35_rl_medium,EX_MGlcn35_rl_medium,0.0,0.0,0.0,
218,MGlcn35_medium,EX_MGlcn35_medium,0.0,0.0,0.0,
217,MGlcn34_rl_medium,EX_MGlcn34_rl_medium,0.0,0.0,0.0,
216,MGlcn34_medium,EX_MGlcn34_medium,0.0,0.0,0.0,
215,MGlcn33_rl_medium,EX_MGlcn33_rl_medium,0.0,0.0,0.0,
214,MGlcn33_medium,EX_MGlcn33_medium,0.0,0.0,0.0,
213,MGlcn32_rl_medium,EX_MGlcn32_rl_medium,0.0,0.0,0.0,
212,MGlcn32_medium,EX_MGlcn32_medium,0.0,0.0,0.0,
225,MGlcn38_rl_medium,EX_MGlcn38_rl_medium,0.0,0.0,0.0,
179,MGlcn194_rl_medium,EX_MGlcn194_rl_medium,0.0,0.0,0.0,
183,MGlcn196_rl_medium,EX_MGlcn196_rl_medium,0.0,0.0,0.0,
149,MGlcn173_rl_medium,EX_MGlcn173_rl_medium,0.0,0.0,0.0,
133,MGlcn166_rl_medium,EX_MGlcn166_rl_medium,0.0,0.0,0.0,
154,MGlcn17_medium,EX_MGlcn17_medium,0.0,0.0,0.0,
153,MGlcn179_rl_medium,EX_MGlcn179_rl_medium,0.0,0.0,0.0,
152,MGlcn179_medium,EX_MGlcn179_medium,0.0,0.0,0.0,
129,MGlcn162_rl_medium,EX_MGlcn162_rl_medium,0.0,0.0,0.0,
151,MGlcn177_rl_medium,EX_MGlcn177_rl_medium,0.0,0.0,0.0,
150,MGlcn177_medium,EX_MGlcn177_medium,0.0,0.0,0.0,
130,MGlcn163_medium,EX_MGlcn163_medium,0.0,0.0,0.0,
148,MGlcn173_medium,EX_MGlcn173_medium,0.0,0.0,0.0,
147,MGlcn172_rl_medium,EX_MGlcn172_rl_medium,0.0,0.0,0.0,
146,MGlcn172_medium,EX_MGlcn172_medium,0.0,0.0,0.0,
156,MGlcn180_medium,EX_MGlcn180_medium,0.0,0.0,0.0,
145,MGlcn171_rl_medium,EX_MGlcn171_rl_medium,0.0,0.0,0.0,
131,MGlcn163_rl_medium,EX_MGlcn163_rl_medium,0.0,0.0,0.0,
143,MGlcn170_rl_medium,EX_MGlcn170_rl_medium,0.0,0.0,0.0,
142,MGlcn170_medium,EX_MGlcn170_medium,0.0,0.0,0.0,
141,MGlcn16_rl_medium,EX_MGlcn16_rl_medium,0.0,0.0,0.0,
140,MGlcn16_medium,EX_MGlcn16_medium,0.0,0.0,0.0,
139,MGlcn169_rl_medium,EX_MGlcn169_rl_medium,0.0,0.0,0.0,
132,MGlcn166_medium,EX_MGlcn166_medium,0.0,0.0,0.0,
138,MGlcn169_medium,EX_MGlcn169_medium,0.0,0.0,0.0,
137,MGlcn168_rl_medium,EX_MGlcn168_rl_medium,0.0,0.0,0.0,
136,MGlcn168_medium,EX_MGlcn168_medium,0.0,0.0,0.0,
135,MGlcn167_rl_medium,EX_MGlcn167_rl_medium,0.0,0.0,0.0,
144,MGlcn171_medium,EX_MGlcn171_medium,0.0,0.0,0.0,
157,MGlcn180_rl_medium,EX_MGlcn180_rl_medium,0.0,0.0,0.0,
155,MGlcn17_rl_medium,EX_MGlcn17_rl_medium,0.0,0.0,0.0,
159,MGlcn182_rl_medium,EX_MGlcn182_rl_medium,0.0,0.0,0.0,
178,MGlcn194_medium,EX_MGlcn194_medium,0.0,0.0,0.0,
176,MGlcn193_medium,EX_MGlcn193_medium,-2e-06,-2e-06,0.0,-0.0
175,MGlcn191_rl_medium,EX_MGlcn191_rl_medium,0.0,0.0,0.0,
174,MGlcn191_medium,EX_MGlcn191_medium,0.0,0.0,0.0,
126,MGlcn161_medium,EX_MGlcn161_medium,0.0,0.0,0.0,
173,MGlcn190_rl_medium,EX_MGlcn190_rl_medium,0.0,0.0,0.0,
172,MGlcn190_medium,EX_MGlcn190_medium,0.0,0.0,0.0,
171,MGlcn18_rl_medium,EX_MGlcn18_rl_medium,0.0,0.0,0.0,
170,MGlcn18_medium,EX_MGlcn18_medium,0.0,0.0,0.0,
158,MGlcn182_medium,EX_MGlcn182_medium,0.0,0.0,0.0,
169,MGlcn189_rl_medium,EX_MGlcn189_rl_medium,-1e-06,-1e-06,0.0,-0.0
127,MGlcn161_rl_medium,EX_MGlcn161_rl_medium,0.0,0.0,0.0,
134,MGlcn167_medium,EX_MGlcn167_medium,0.0,0.0,0.0,
167,MGlcn187_rl_medium,EX_MGlcn187_rl_medium,0.0,0.0,0.0,
160,MGlcn183_medium,EX_MGlcn183_medium,0.0,0.0,0.0,
161,MGlcn183_rl_medium,EX_MGlcn183_rl_medium,0.0,0.0,0.0,
128,MGlcn162_medium,EX_MGlcn162_medium,0.0,0.0,0.0,
168,MGlcn189_medium,EX_MGlcn189_medium,-1e-06,-1e-06,0.0,-0.0
163,MGlcn185_rl_medium,EX_MGlcn185_rl_medium,0.0,0.0,0.0,
162,MGlcn185_medium,EX_MGlcn185_medium,0.0,0.0,0.0,
165,MGlcn186_rl_medium,EX_MGlcn186_rl_medium,0.0,0.0,0.0,
166,MGlcn187_medium,EX_MGlcn187_medium,0.0,0.0,0.0,
164,MGlcn186_medium,EX_MGlcn186_medium,0.0,0.0,0.0,
494,tma_medium,EX_tma_medium,-1.9999999999999995e-06,-2e-06,4.235164736271502e-22,-2.1175823681357513e-16
258,MGlcn58_rl_medium,EX_MGlcn58_rl_medium,-2e-06,-2.036591860342923e-06,3.6591860342922886e-08,-0.018295930171461444
257,MGlcn58_medium,EX_MGlcn58_medium,-2e-06,-2.0501656075534227e-06,5.016560755342277e-08,-0.025082803776711387
177,MGlcn193_rl_medium,EX_MGlcn193_rl_medium,-2e-06,-2.0501656075534227e-06,5.016560755342277e-08,-0.025082803776711387
412,gcald_medium,EX_gcald_medium,-9.999999999999972e-07,-1.1208656486319298e-06,1.2086564863193262e-07,-0.12086564863193296
58,MGlcn12_medium,EX_MGlcn12_medium,-1.6425547357187877e-06,-1.786816461259809e-06,1.4426172554102134e-07,-0.08782765189124239
348,acac_medium,EX_acac_medium,-6.787542430303631e-07,-9.760987101511533e-07,2.973444671207902e-07,-0.43807382447182575
493,thymd_medium,EX_thymd_medium,-2.924107210238869e-06,-3.3218611346706275e-06,3.977539244317585e-07,-0.13602576644214975
501,cpd11416_medium,community_biomass,-0.0001733974317642,-0.0001768054305572,3.407998793000024e-06,-0.019654263378217157
416,gly_medium,EX_gly_medium,-3.896573328897811e-05,-5.010147104667753e-05,1.1135737757699415e-05,-0.2857828357832876
467,phe_L_medium,EX_phe_L_medium,-8.75473044873347e-05,-9.982034098229888e-05,1.2273036494964178e-05,-0.14018748568940456
407,gal_medium,EX_gal_medium,-6.221888783892954e-05,-7.855187215846759e-05,1.6332984319538047e-05,-0.26250845823249697
341,_4abut_medium,EX__4abut_medium,-9.04090278765443e-05,-0.000108699283483,1.8290255606455695e-05,-0.20230563292231699
347,ac_medium,EX_ac_medium,-0.002394896571801,-0.0024135858299823,1.8689258181300242e-05,-0.007803785099264486
472,ptrc_medium,EX_ptrc_medium,-0.0002285884398286,-0.0002586970330073,3.0108593178700024e-05,-0.13171529234494983
427,h2_medium,EX_h2_medium,-0.0008410421328473,-0.0008711938769351,3.015174408780002e-05,-0.03585045613080407
436,indole_medium,EX_indole_medium,-9.834718428127752e-05,-0.0001302082383923,3.186105411102248e-05,-0.3239650869911881
462,nh4_medium,EX_nh4_medium,-0.0016198215154041,-0.0016579594037811,3.813788837699994e-05,-0.02354450043681856
357,ala_L_medium,EX_ala_L_medium,-0.0001124919665973,-0.000151297004428,3.880503783070002e-05,-0.34495830239695896
487,succ_medium,EX_succ_medium,-0.0006892244153356,-0.0008741966952902,0.00018497227995460002,-0.26837743387911256
429,h_medium,EX_h_medium,-0.0015694522153597,-0.0017792639608216,0.00020981174546189996,-0.1336846980166348
