sample,flux
average,-8.372543023973722e-05
13,-2.683330660825273e-05
14,-3.2941376044587683e-06
33,-0.000147106776375
48,0.0
67,0.0
7,-3.6080133789484665e-06
71,-0.0002474361981845
81,0.0
87,-2.9999999999999645e-06
