sample,flux
average,-4.688058044335136e-05
13,-1.1421014049159164e-05
14,-0.0001059054859908
33,-4.165282078537373e-05
48,-1.4958159614144402e-06
67,-0.000130706074023
7,-7.546240002697287e-06
71,-0.0001595761747544
81,-2.061414229109128e-07
87,-0.0001591337565104
