sample,flux
average,-0.0016736534017356
13,-0.0011291268118501
14,-0.001804544784005
33,-0.0019577855070411
48,-0.000447015935254
67,-0.0003742130962011
7,-0.0019102263634313
71,-0.0028109088909191
81,-0.0010035105957882
87,-0.0026113134914818
99,-0.0002194558331735
