sample,flux
average,-0.0001949999999999
33,-0.0001384805141312
48,-1.9936605233206285e-05
67,-2.22180257079022e-05
7,-0.000195
81,-0.000114317894221
87,-0.0001947860420887
99,-9.583602269401702e-06
