sample,flux
average,-0.0008870337177239
13,-0.0003717913165248
14,-0.0007016761142151
33,-0.0009215080941456
48,-0.0001341215139106
67,-0.0001972193859692
7,-0.0012751571865506
71,0.0
81,-0.0007325579406004
87,-0.0007262645039046
99,-8.84618821814082e-05
