sample,flux
average,-1.3511292811940335e-05
13,-8.722419535015498e-06
14,-1.764825626752502e-06
33,0.0
67,0.0
7,0.0
71,-9.329117564682348e-06
81,0.0
87,-1.41185545485663e-05
