sample,flux
average,-0.0011676808250272
13,-0.0014156004278397
14,-0.0015483705149983
33,-0.0015246071027407
48,-0.0004864926262197
67,-0.0004089672402033
7,-0.0019125840218172
71,-0.0040540829166486
81,-0.0009966318883055
87,-0.0023414502319055
99,-0.0002014073928627
