sample,flux
average,-9.872307648761948e-05
13,-4.953933165970506e-05
14,0.0
33,-0.000109604751323
48,-1.2214286094306152e-05
67,0.0
7,0.0
71,0.0
81,0.0
87,-0.0002281581641581
99,-1.4538428134316443e-05
