sample,flux
average,-0.0002527448366702
13,-7.046205346061124e-05
14,-8.792942874352569e-06
33,-8.069400025927625e-05
48,-1.464882902275525e-05
67,-3.720426054850211e-05
7,-3.833935653107911e-05
71,-0.0002112496996767
81,-2.310275036540935e-05
87,-0.0002567410627281
99,-1.842880500367323e-05
