sample,flux
average,-0.0001718347925477
13,-0.0002173693067089
14,-9.135413308244104e-05
48,-1.4363649133643391e-05
67,-8.249202355398353e-05
7,-1.2924699407925717e-05
71,-1.3779761049638351e-05
81,-8.328714399730599e-05
87,-0.0006613928028969
99,-3.288389535726708e-05
