Coprococcus_to_community_biomass, 4.68772560690889e-06
Bacteroides_to_community_biomass, 5.227753752779465e-06
Eubacterium_to_community_biomass, 8.917028518853575e-06
Roseburia_to_community_biomass, 7.261640323505818e-06
Sutterella_to_community_biomass, 2.9749222853848307e-06
Collinsella_to_community_biomass, 1.1558098656836417e-06
Faecalibacterium_to_community_biomass, 1.8782266434871786e-05
Subdoligranulum_to_community_biomass, 1.1162968631139428e-06
Prevotella_to_community_biomass, 5.399327962086416e-05
Megamonas_to_community_biomass, 1.74870125010094e-05
