EX_MGlcn171_medium, EX_MGlcn171_medium: MGlcn171_medium <=> , (-1e-06, 1000.0)
EX_MGlcn171_rl_medium, EX_MGlcn171_rl_medium: MGlcn171_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn172_medium, EX_MGlcn172_medium: MGlcn172_medium <=> , (-1e-06, 1000.0)
EX_MGlcn172_rl_medium, EX_MGlcn172_rl_medium: MGlcn172_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn173_medium, EX_MGlcn173_medium: MGlcn173_medium <=> , (-1e-06, 1000.0)
EX_MGlcn173_rl_medium, EX_MGlcn173_rl_medium: MGlcn173_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn174_medium, EX_MGlcn174_medium: MGlcn174_medium <=> , (-1e-06, 1000.0)
EX_MGlcn174_rl_medium, EX_MGlcn174_rl_medium: MGlcn174_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn175_medium, EX_MGlcn175_medium: MGlcn175_medium <=> , (-1e-06, 1000.0)
EX_MGlcn175_rl_medium, EX_MGlcn175_rl_medium: MGlcn175_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn176_medium, EX_MGlcn176_medium: MGlcn176_medium <=> , (-1e-06, 1000.0)
EX_MGlcn176_rl_medium, EX_MGlcn176_rl_medium: MGlcn176_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn177_medium, EX_MGlcn177_medium: MGlcn177_medium <=> , (-1e-06, 1000.0)
EX_MGlcn177_rl_medium, EX_MGlcn177_rl_medium: MGlcn177_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn178_medium, EX_MGlcn178_medium: MGlcn178_medium <=> , (-1e-06, 1000.0)
EX_MGlcn178_rl_medium, EX_MGlcn178_rl_medium: MGlcn178_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn179_medium, EX_MGlcn179_medium: MGlcn179_medium <=> , (-1e-06, 1000.0)
EX_MGlcn179_rl_medium, EX_MGlcn179_rl_medium: MGlcn179_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn180_medium, EX_MGlcn180_medium: MGlcn180_medium <=> , (-1e-06, 1000.0)
EX_MGlcn180_rl_medium, EX_MGlcn180_rl_medium: MGlcn180_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn181_medium, EX_MGlcn181_medium: MGlcn181_medium <=> , (-1e-06, 1000.0)
EX_MGlcn181_rl_medium, EX_MGlcn181_rl_medium: MGlcn181_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn182_medium, EX_MGlcn182_medium: MGlcn182_medium <=> , (-1e-06, 1000.0)
EX_MGlcn182_rl_medium, EX_MGlcn182_rl_medium: MGlcn182_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn18_medium, EX_MGlcn18_medium: MGlcn18_medium <=> , (-1e-06, 1000.0)
EX_MGlcn18_rl_medium, EX_MGlcn18_rl_medium: MGlcn18_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn195_medium, EX_MGlcn195_medium: MGlcn195_medium <=> , (-1e-06, 1000.0)
EX_MGlcn195_rl_medium, EX_MGlcn195_rl_medium: MGlcn195_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn196_medium, EX_MGlcn196_medium: MGlcn196_medium <=> , (-1e-06, 1000.0)
EX_MGlcn196_rl_medium, EX_MGlcn196_rl_medium: MGlcn196_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn21_medium, EX_MGlcn21_medium: MGlcn21_medium <=> , (-1e-06, 1000.0)
EX_MGlcn21_rl_medium, EX_MGlcn21_rl_medium: MGlcn21_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn22_medium, EX_MGlcn22_medium: MGlcn22_medium <=> , (-1e-06, 1000.0)
EX_MGlcn22_rl_medium, EX_MGlcn22_rl_medium: MGlcn22_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn23_medium, EX_MGlcn23_medium: MGlcn23_medium <=> , (-1e-06, 1000.0)
EX_MGlcn23_rl_medium, EX_MGlcn23_rl_medium: MGlcn23_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn25_medium, EX_MGlcn25_medium: MGlcn25_medium <=> , (-1e-06, 1000.0)
EX_MGlcn25_rl_medium, EX_MGlcn25_rl_medium: MGlcn25_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn26_medium, EX_MGlcn26_medium: MGlcn26_medium <=> , (-1e-06, 1000.0)
EX_MGlcn26_rl_medium, EX_MGlcn26_rl_medium: MGlcn26_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn27_medium, EX_MGlcn27_medium: MGlcn27_medium <=> , (-1e-06, 1000.0)
EX_MGlcn27_rl_medium, EX_MGlcn27_rl_medium: MGlcn27_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn28_medium, EX_MGlcn28_medium: MGlcn28_medium <=> , (-1e-06, 1000.0)
EX_MGlcn28_rl_medium, EX_MGlcn28_rl_medium: MGlcn28_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn29_medium, EX_MGlcn29_medium: MGlcn29_medium <=> , (-1e-06, 1000.0)
EX_MGlcn29_rl_medium, EX_MGlcn29_rl_medium: MGlcn29_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn2_medium, EX_MGlcn2_medium: MGlcn2_medium <=> , (-1e-06, 1000.0)
EX_MGlcn2_rl_medium, EX_MGlcn2_rl_medium: MGlcn2_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn30_medium, EX_MGlcn30_medium: MGlcn30_medium <=> , (-1e-06, 1000.0)
EX_MGlcn30_rl_medium, EX_MGlcn30_rl_medium: MGlcn30_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn31_medium, EX_MGlcn31_medium: MGlcn31_medium <=> , (-1e-06, 1000.0)
EX_MGlcn31_rl_medium, EX_MGlcn31_rl_medium: MGlcn31_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn32_medium, EX_MGlcn32_medium: MGlcn32_medium <=> , (-1e-06, 1000.0)
EX_MGlcn32_rl_medium, EX_MGlcn32_rl_medium: MGlcn32_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn34_medium, EX_MGlcn34_medium: MGlcn34_medium <=> , (-1e-06, 1000.0)
EX_MGlcn34_rl_medium, EX_MGlcn34_rl_medium: MGlcn34_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn35_medium, EX_MGlcn35_medium: MGlcn35_medium <=> , (-1e-06, 1000.0)
EX_MGlcn35_rl_medium, EX_MGlcn35_rl_medium: MGlcn35_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn36_medium, EX_MGlcn36_medium: MGlcn36_medium <=> , (-1e-06, 1000.0)
EX_MGlcn36_rl_medium, EX_MGlcn36_rl_medium: MGlcn36_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn39_medium, EX_MGlcn39_medium: MGlcn39_medium <=> , (-1e-06, 1000.0)
EX_MGlcn39_rl_medium, EX_MGlcn39_rl_medium: MGlcn39_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn3_medium, EX_MGlcn3_medium: MGlcn3_medium <=> , (-1e-06, 1000.0)
EX_MGlcn3_rl_medium, EX_MGlcn3_rl_medium: MGlcn3_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn42_medium, EX_MGlcn42_medium: MGlcn42_medium <=> , (-1e-06, 1000.0)
EX_MGlcn42_rl_medium, EX_MGlcn42_rl_medium: MGlcn42_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn45_medium, EX_MGlcn45_medium: MGlcn45_medium <=> , (-1e-06, 1000.0)
EX_MGlcn45_rl_medium, EX_MGlcn45_rl_medium: MGlcn45_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn46_medium, EX_MGlcn46_medium: MGlcn46_medium <=> , (-1e-06, 1000.0)
EX_MGlcn46_rl_medium, EX_MGlcn46_rl_medium: MGlcn46_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn48_medium, EX_MGlcn48_medium: MGlcn48_medium <=> , (-1e-06, 1000.0)
EX_MGlcn48_rl_medium, EX_MGlcn48_rl_medium: MGlcn48_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn4_medium, EX_MGlcn4_medium: MGlcn4_medium <=> , (-1e-06, 1000.0)
EX_MGlcn4_rl_medium, EX_MGlcn4_rl_medium: MGlcn4_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn51_medium, EX_MGlcn51_medium: MGlcn51_medium <=> , (-1e-06, 1000.0)
EX_MGlcn51_rl_medium, EX_MGlcn51_rl_medium: MGlcn51_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn53_medium, EX_MGlcn53_medium: MGlcn53_medium <=> , (-1e-06, 1000.0)
EX_MGlcn53_rl_medium, EX_MGlcn53_rl_medium: MGlcn53_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn55_medium, EX_MGlcn55_medium: MGlcn55_medium <=> , (-1e-06, 1000.0)
EX_MGlcn55_rl_medium, EX_MGlcn55_rl_medium: MGlcn55_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn56_medium, EX_MGlcn56_medium: MGlcn56_medium <=> , (-1e-06, 1000.0)
EX_MGlcn56_rl_medium, EX_MGlcn56_rl_medium: MGlcn56_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn57_medium, EX_MGlcn57_medium: MGlcn57_medium <=> , (-1e-06, 1000.0)
EX_MGlcn57_rl_medium, EX_MGlcn57_rl_medium: MGlcn57_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn58_medium, EX_MGlcn58_medium: MGlcn58_medium <=> , (-1e-06, 1000.0)
EX_MGlcn58_rl_medium, EX_MGlcn58_rl_medium: MGlcn58_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn5_medium, EX_MGlcn5_medium: MGlcn5_medium <=> , (-1e-06, 1000.0)
EX_MGlcn5_rl_medium, EX_MGlcn5_rl_medium: MGlcn5_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn61_medium, EX_MGlcn61_medium: MGlcn61_medium <=> , (-1e-06, 1000.0)
EX_MGlcn61_rl_medium, EX_MGlcn61_rl_medium: MGlcn61_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn64_medium, EX_MGlcn64_medium: MGlcn64_medium <=> , (-1e-06, 1000.0)
EX_MGlcn64_rl_medium, EX_MGlcn64_rl_medium: MGlcn64_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn65_medium, EX_MGlcn65_medium: MGlcn65_medium <=> , (-1e-06, 1000.0)
EX_MGlcn65_rl_medium, EX_MGlcn65_rl_medium: MGlcn65_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn66_medium, EX_MGlcn66_medium: MGlcn66_medium <=> , (-1e-06, 1000.0)
EX_MGlcn66_rl_medium, EX_MGlcn66_rl_medium: MGlcn66_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn68_medium, EX_MGlcn68_medium: MGlcn68_medium <=> , (-1e-06, 1000.0)
EX_MGlcn68_rl_medium, EX_MGlcn68_rl_medium: MGlcn68_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn69_medium, EX_MGlcn69_medium: MGlcn69_medium <=> , (-1e-06, 1000.0)
EX_MGlcn69_rl_medium, EX_MGlcn69_rl_medium: MGlcn69_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn6_medium, EX_MGlcn6_medium: MGlcn6_medium <=> , (-1e-06, 1000.0)
EX_MGlcn6_rl_medium, EX_MGlcn6_rl_medium: MGlcn6_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn70_medium, EX_MGlcn70_medium: MGlcn70_medium <=> , (-1e-06, 1000.0)
EX_MGlcn70_rl_medium, EX_MGlcn70_rl_medium: MGlcn70_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn71_medium, EX_MGlcn71_medium: MGlcn71_medium <=> , (-1e-06, 1000.0)
EX_MGlcn71_rl_medium, EX_MGlcn71_rl_medium: MGlcn71_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn72_medium, EX_MGlcn72_medium: MGlcn72_medium <=> , (-1e-06, 1000.0)
EX_MGlcn72_rl_medium, EX_MGlcn72_rl_medium: MGlcn72_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn74_medium, EX_MGlcn74_medium: MGlcn74_medium <=> , (-1e-06, 1000.0)
EX_MGlcn74_rl_medium, EX_MGlcn74_rl_medium: MGlcn74_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn75_medium, EX_MGlcn75_medium: MGlcn75_medium <=> , (-1e-06, 1000.0)
EX_MGlcn75_rl_medium, EX_MGlcn75_rl_medium: MGlcn75_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn77_medium, EX_MGlcn77_medium: MGlcn77_medium <=> , (-1e-06, 1000.0)
EX_MGlcn77_rl_medium, EX_MGlcn77_rl_medium: MGlcn77_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn78_medium, EX_MGlcn78_medium: MGlcn78_medium <=> , (-1e-06, 1000.0)
EX_MGlcn78_rl_medium, EX_MGlcn78_rl_medium: MGlcn78_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn79_medium, EX_MGlcn79_medium: MGlcn79_medium <=> , (-1e-06, 1000.0)
EX_MGlcn79_rl_medium, EX_MGlcn79_rl_medium: MGlcn79_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn80_medium, EX_MGlcn80_medium: MGlcn80_medium <=> , (-1e-06, 1000.0)
EX_MGlcn80_rl_medium, EX_MGlcn80_rl_medium: MGlcn80_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn81_medium, EX_MGlcn81_medium: MGlcn81_medium <=> , (-1e-06, 1000.0)
EX_MGlcn81_rl_medium, EX_MGlcn81_rl_medium: MGlcn81_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn82_medium, EX_MGlcn82_medium: MGlcn82_medium <=> , (-1e-06, 1000.0)
EX_MGlcn82_rl_medium, EX_MGlcn82_rl_medium: MGlcn82_rl_medium <=> , (-1e-06, 1000.0)
EX_MGlcn83_medium, EX_MGlcn83_medium: MGlcn83_medium <=> , (-1e-06, 1000.0)
EX_MGlcn83_rl_medium, EX_MGlcn83_rl_medium: MGlcn83_rl_medium <=> , (-1e-06, 1000.0)
