,metabolite_id,metabolite_name,cross_feeding,produced_by,consumed_by
21,MGlcn110_medium,mucin-type O-glycan No 110,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
22,MGlcn110_rl_medium,released mucin-type O-glycan No 110,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
23,MGlcn111_medium,mucin-type O-glycan No 111,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
24,MGlcn111_rl_medium,released mucin-type O-glycan No 111,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
25,MGlcn112_medium,mucin-type O-glycan No 112,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
26,MGlcn112_rl_medium,released mucin-type O-glycan No 112,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
27,MGlcn113_medium,mucin-type O-glycan No 113,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
28,MGlcn113_rl_medium,released mucin-type O-glycan No 113,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
29,MGlcn114_medium,mucin-type O-glycan No 114,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
30,MGlcn114_rl_medium,released mucin-type O-glycan No 114,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
31,MGlcn115_medium,mucin-type O-glycan No 115,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
32,MGlcn115_rl_medium,released mucin-type O-glycan No 115,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
33,MGlcn117_medium,mucin-type O-glycan No 117,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
34,MGlcn117_rl_medium,released mucin-type O-glycan No 117,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
35,MGlcn120_medium,mucin-type O-glycan No 120,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
36,MGlcn120_rl_medium,released mucin-type O-glycan No 120,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
37,MGlcn126_medium,mucin-type O-glycan No 126,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
38,MGlcn126_rl_medium,released mucin-type O-glycan No 126,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
39,MGlcn12_medium,mucin-type O-glycan No 12,True,"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
40,MGlcn12_rl_medium,released mucin-type O-glycan No 12,True,"['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
41,MGlcn130_medium,mucin-type O-glycan No 130,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
42,MGlcn130_rl_medium,released mucin-type O-glycan No 130,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
43,MGlcn131_medium,mucin-type O-glycan No 131,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
44,MGlcn131_rl_medium,released mucin-type O-glycan No 131,True,"['Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Ruminococcus', 'Roseburia', 'Bifidobacterium', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
45,MGlcn137_medium,mucin-type O-glycan No 137,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
46,MGlcn137_rl_medium,released mucin-type O-glycan No 137,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
47,MGlcn138_medium,mucin-type O-glycan No 138,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
48,MGlcn138_rl_medium,released mucin-type O-glycan No 138,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
49,MGlcn139_medium,mucin-type O-glycan No 139,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
50,MGlcn139_rl_medium,released mucin-type O-glycan No 139,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
51,MGlcn13_medium,mucin-type O-glycan No 13,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
52,MGlcn13_rl_medium,released mucin-type O-glycan No 13,True,"['Dorea', 'Escherichia', 'Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Fusobacterium', 'Subdoligranulum', 'Megamonas', 'Ruminococcus', 'Roseburia', 'Faecalibacterium', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']","['Clostridium', 'Akkermansia', 'Lachnospiraceae', 'Bacteroides', 'Subdoligranulum', 'Megamonas', 'Roseburia', 'Bifidobacterium', 'Prevotella', 'Parabacteroides', 'Barnesiella']"
