,shannon_index,richness
10023,2.1283862947343555,39.0
10025,2.401159532222769,44.0
10029,2.1392615263752397,38.0
10031,2.352443529435684,51.0
10036,2.2980343213028367,33.0
10037,2.145967076659023,36.0
10038,2.0154759462867395,40.0
10040,2.6200438027449953,31.0
10046,2.545221306654903,49.0
10048,2.465016860987115,43.0
10052,2.668810449914054,42.0
10058,2.4348962886642735,43.0
10060,1.506202528604183,41.0
10080,1.748145101412494,49.0
10092,2.1587330475791333,46.0
10100,1.5846197624286404,44.0
10105,2.2807212913339163,39.0
10106,1.9555423642872445,34.0
10107,1.9794835762665244,41.0
10114,2.257012703107317,35.0
10132,2.150016219969595,47.0
10135,2.3448331152614026,40.0
10144,2.1591168358667874,40.0
10150,2.0823415887180348,36.0
10151,2.5108773766702637,45.0
10158,2.2165480767017174,36.0
10169,2.1530740474093966,29.0
10183,1.5038465743247764,27.0
10188,0.8891550500233458,52.0
10200,2.3265478516498717,40.0
10206,1.49710526989542,33.0
10207,1.9400201900524148,54.0
10208,2.5965917950147785,59.0
10212,2.206109775778575,44.0
10215,2.2627649142320925,40.0
10219,1.987087725086473,40.0
10221,2.5882766811210223,40.0
10223,2.1891073427431684,42.0
10226,2.1621030811541364,44.0
10229,2.060794106310954,48.0
10231,2.1852764829090736,45.0
10235,2.2108800276335936,47.0
10244,2.3464561026874153,43.0
10246,1.7576036621944178,27.0
10250,2.249773577595613,52.0
10254,2.461592810435324,40.0
10258,1.7177779426517104,37.0
10259,1.8397967552295194,38.0
10262,1.7191825898251722,29.0
10269,2.551915683569002,61.0
10271,1.9898375392644423,43.0
10273,2.2649438214691013,40.0
10274,1.994596096713157,34.0
10301,2.0571919305356943,40.0
10302,2.0231047219050504,33.0
10304,1.8215869759067276,34.0
10315,2.1195597716313426,47.0
10317,1.8499546217410265,35.0
10318,2.0126225799858553,43.0
10320,2.1743402982918343,34.0
10325,2.21174633091576,38.0
10335,2.478573332256317,57.0
10339,2.3168240284811725,42.0
10340,2.5117295802893755,29.0
10341,2.217888829772592,38.0
10349,2.36354438392754,34.0
10350,1.6189929291096152,42.0
10353,2.169922340678472,42.0
10354,2.0671970606050114,38.0
10356,2.082116008362993,39.0
10357,2.304875561666108,45.0
10362,2.148658647558963,34.0
10364,1.870458868472814,28.0
10378,2.2297960887470016,37.0
10456,2.772701370693595,62.0
10463,2.6011823548080057,43.0
10465,1.970609176386351,35.0
10473,2.6918066736540505,52.0
10486,1.6271566407817482,34.0
10487,2.731505586522727,46.0
10489,2.136930628145018,38.0
10508,2.0977517859184474,65.0
10510,1.593194911023111,19.0
10519,2.199258671766881,40.0
10537,2.0312807658424297,57.0
10541,2.1895763756396214,49.0
10543,1.8483967703241626,50.0
10559,1.9005952331771312,37.0
10570,2.0272371777920517,24.0
10577,1.9031284284369816,36.0
10585,1.8261993752878811,38.0
10586,1.8914952512133985,45.0
10589,2.270393710079447,49.0
10591,1.6985133458850485,27.0
10592,1.896748623164515,37.0
10593,1.7798051512127409,39.0
10618,2.118720132614443,42.0
10620,1.6018036310602317,44.0
10621,1.9975114523473285,40.0
10622,2.1164039499437255,30.0
10627,2.388565172093451,40.0
10632,2.2723379136936166,47.0
10639,1.3628914501650102,29.0
10647,2.683705277882682,48.0
10657,2.3057892379626947,41.0
10659,2.2182823869729815,40.0
10661,2.5747412367460956,42.0
10663,1.980354113066361,32.0
10678,1.4640107316924624,26.0
10684,2.122864068926065,38.0
10698,2.648771311915255,45.0
10701,2.0003156635303023,25.0
10716,1.9644229590471671,41.0
10726,1.367754660631373,34.0
10733,2.14403927280667,43.0
10741,2.6824766431675235,30.0
10776,2.341073463477477,54.0
10784,1.628861036026239,33.0
10794,1.3530722743703307,32.0
10801,2.5534970954542637,53.0
10804,1.95101930892783,36.0
10805,1.4593669870109158,35.0
10807,2.1481668854848093,30.0
10817,2.138882237029149,41.0
10835,1.165471423686169,29.0
10838,2.070002251402603,31.0
10850,1.8453256051011806,40.0
10197,1.1691733844078656,31.0
10272,2.0477811350697324,37.0
10298,2.575644502416352,45.0
10390,1.6935977550476675,26.0
10497,1.7089856941795154,32.0
10504,2.45230876567094,58.0
10512,2.4436561289083607,74.0
10515,1.660468507621792,34.0
10562,1.7859748915214617,37.0
10583,2.253529177233881,39.0
10587,0.4286301200538157,52.0
10788,2.2275401423240195,52.0
10797,1.6715981438963845,36.0
10802,2.395259658292093,47.0
10808,1.7910319001948358,38.0
10832,1.9205291207499595,40.0
10869,2.23849181685437,47.0
10889,2.077792340875572,32.0
10890,2.0513109527087496,36.0
10907,2.2425157708440224,41.0
10913,2.093897413123349,35.0
10924,2.036220443246007,25.0
10947,2.1068043284605875,43.0
10968,2.2392403208935576,33.0
10976,2.6049171774872644,49.0
10990,1.4501953252254693,26.0
11031,2.1032489219047283,44.0
11035,2.557944145455254,37.0
11049,1.9593767916648042,30.0
11057,2.5007893150030505,43.0
11062,1.6469042628468746,36.0
11106,1.6755506089855297,33.0
11124,2.3560257100255377,40.0
11159,1.8179951099348854,28.0
11168,1.7713693547627871,44.0
11170,2.0745728413249784,44.0
11171,2.103853669975143,19.0
11203,2.360073542760983,41.0
11209,2.7038145537743805,40.0
11210,2.204922953390771,34.0
11213,2.250402729859701,37.0
11223,2.397442331247782,43.0
11226,2.1587103828089873,36.0
11227,2.41179085740194,58.0
11243,1.8574325568254813,14.0
