,shannon_index,richness
10023,1.882193222136191,10.0
10025,2.1702017805318605,12.0
10029,1.9058282450026018,13.0
10031,2.1219667360177144,15.0
10036,2.0897935774946568,12.0
10037,1.9008035530361256,12.0
10038,1.7565261610395118,13.0
10040,2.3882649129428737,14.0
10046,2.3149226340404256,14.0
10048,2.2364787174889638,13.0
10052,2.4797353009969,16.0
10058,2.240079554469246,15.0
10060,1.2200386486605093,9.0
10080,1.4860750714819446,10.0
10092,1.898318350143097,12.0
10100,1.2759922049038597,7.0
10105,2.0530308772181525,15.0
10106,1.6952107662289273,11.0
10107,1.729776790587452,9.0
10114,2.037543242499614,13.0
10132,1.9721319940399171,17.0
10135,2.113649608854622,13.0
10144,1.9092575647719876,13.0
10150,1.8868011329341579,10.0
10151,2.2968671818697475,14.0
10158,1.984601384120614,14.0
10169,1.932734815631676,11.0
10183,1.2209529454074026,7.0
10188,0.5628732832515813,8.0
10200,2.079832297674951,14.0
10206,1.2390946479106444,13.0
10207,1.6764704504630579,12.0
10208,2.405880561539336,17.0
10212,1.9741493112795068,13.0
10215,2.0557884327102594,14.0
10219,1.7135441831465903,12.0
10221,2.3787388200757724,15.0
10223,1.9410634975638152,13.0
10226,1.9237916297049467,12.0
10229,1.809947894412127,15.0
10231,1.9610677954420916,16.0
10235,1.9588059992769007,14.0
10244,2.1929073795688794,17.0
10246,1.5409859910990729,9.0
10250,1.9870162800321696,11.0
10254,2.2169859167772463,13.0
10258,1.4331704074677702,8.0
10259,1.5734606661609545,9.0
10262,1.4697140909417212,9.0
10269,2.3585122312556357,19.0
10271,1.729803625910753,12.0
10273,2.0561093129936205,13.0
10274,1.7366308148261695,11.0
10301,1.7857715857211596,11.0
10302,1.796142869654438,12.0
10304,1.5815787665818768,8.0
10315,1.9220844435860085,15.0
10317,1.5735441737417761,7.0
10318,1.7458709833349961,14.0
10320,1.9262968857483405,11.0
10325,1.9768329143091703,12.0
10335,2.2261138587860834,15.0
10339,2.089673166777914,13.0
10340,2.30660657972286,15.0
10341,1.9737930895173157,11.0
10349,2.126637747695551,12.0
10350,1.3529865554967904,8.0
10353,1.9350810840219683,11.0
10354,1.8269239405708941,11.0
10356,1.824468126922928,10.0
10357,2.0605535312809584,12.0
10362,1.9103669493889714,13.0
10364,1.590169012552889,8.0
10378,2.022585792740159,11.0
10456,2.51451259249559,17.0
10463,2.386960368224282,14.0
10465,1.7247954620726509,12.0
10473,2.467590522144874,17.0
10486,1.366498956153661,7.0
10487,2.5011589632998463,18.0
10489,1.9013399012974432,10.0
10508,1.824214317511073,11.0
10510,1.377415837930725,6.0
10519,1.9547334243933951,15.0
10537,1.7476279280232023,9.0
10541,1.9365094637651652,13.0
10543,1.5569263205568284,11.0
10559,1.620475799041867,9.0
10570,1.749678681323434,8.0
10577,1.6374103224743617,10.0
10585,1.588097059265031,9.0
10586,1.6143223954171804,6.0
10589,2.0303469649047767,16.0
10591,1.494126474588329,6.0
10592,1.6309332771410678,9.0
10593,1.5018828804447284,11.0
10618,1.880032220870795,13.0
10620,1.3325152336990183,12.0
10621,1.751238654188252,11.0
10622,1.8934841441982584,11.0
10627,2.155741282928391,14.0
10632,2.02641174415679,14.0
