Genus,species,10021,10067,10073,10074,10091,10097,10119,10124,10126,10147,10185,10199,10236,10248,10249,10265,10267,10277,10306,10308,10309,10323,10324,10330,10333,10371,10377,10389,10459,10462,10464,10469,10480,10503,10505,10523,10525,10542,10550,10584,10598,10609,10615,10628,10644,10667,10668,10670,10671,10674,10675,10694,10700,10709,10713,10717,10718,10720,10723,10731,10745,10762,10767,10774,10775,10812,10816,10827,10829,10030,10237,10595,10603,10819,10887,10938,11010,11030,11036,11045,11054,11081,11085,11097,11103,11128,11132,11141,11162,11238,11428,11472,11478,11490,11817,11823,11835,11838,11881,11888,11900,11918,11951,11956,11973,11974,12002,12020,12022,12024,12025
Abiotrophia,Abiotrophia defectiva,0.0,0.0,0.0,0.0,0.0,0.0,0.00496,0.0,0.0,0.0,0.0,0.0,0.0,0.00832,0.0,0.0,0.0,0.0,0.00132,0.0,0.00941,0.0,0.01705,0.0,0.01142,0.0,0.0,0.0,0.00025,0.0,0.0,0.0,0.0,0.00156,0.0,0.0,0.00033,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00858,0.0,0.16074,0.0,0.00587,0.0,0.0,0.0,0.00227,0.0,0.0,0.0,0.0,0.01027,0.0,0.0,0.0,0.0,0.00074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00479,0.0,0.0,0.00031,0.0,0.0,0.01696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00234,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00174,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Acidaminococcus,Acidaminococcus fermentansAcidaminococcus sp BV3L6Acidaminococcus intestiniAcidaminococcus sp D21Acidaminococcus unclassified,0.01954,2.83143,0.0,0.16464,0.0,0.54292,0.0,0.0,0.0229,0.0,1.23867,0.0,0.00537,2.15207,0.00169,0.0,0.85648,0.0,0.0,0.0,0.0003,0.0,0.0,0.0,0.06181,0.0,0.0,0.0,0.35523,0.0,0.0,0.0,0.0034,0.0,0.0,0.0,0.0,0.0,0.01227,0.042230000000000004,3.32467,0.02419,0.0,0.0,0.0,0.0,0.0,0.00198,0.38862,0.0,0.44141,0.0,0.0,0.0,0.0,0.0,0.0,0.00484,0.0,0.0,0.0,0.00034,0.00194,0.70954,7.25446,0.00043,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.8837099999999998,0.0,0.0,3.52587,3.87559,0.0,0.0,6.38449,0.0,0.0,0.0,0.03006,0.0,0.0,0.0,0.0,0.56352,0.0,0.0,0.0,0.0,2.58319,0.0,0.0,0.0,0.13297,0.0,0.0,0.0,0.0593,0.00265,1.0982399999999999,0.0,0.0,0.0,0.0,0.0
Acinetobacter,Acinetobacter unclassifiedAcinetobacter johnsonii,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actinobacillus,Actinobacillus unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01618,0.0,0.0,0.0,0.0,0.0,0.0,0.01513,0.0,0.07623,0.0,0.0,0.0,0.0,0.00719,0.0,0.0,0.0,0.0,0.0,0.0063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00906,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00346,0.0,0.00934,0.0,0.0,0.0,0.0,0.0,0.0,0.00572,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00556,0.0,0.0,0.00513,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Actinomyces,Actinomyces naeslundiiActinomyces turicensisActinomyces timonensisActinomyces orisActinomyces johnsoniiActinomyces sp ICM39Actinomyces europaeusActinomyces cardiffensisActinomyces sp ICM47Actinomyces massiliensisActinomyces sp HPA0247Actinomyces viscosusActinomyces odontolyticusActinomyces graevenitzii,0.01825,0.00417,0.0341,0.0,0.02099,0.0,0.00264,0.03048,0.0,0.0,0.0,0.01265,0.00673,0.04298,0.0,0.0,0.0,0.01495,0.00542,0.05431,0.01051,0.0,0.94249,0.00405,0.07221999999999999,0.0,0.0,0.0,0.00192,0.0,0.00721,0.15734,0.00304,0.00853,0.08251,0.0,0.0021,0.03535,0.0,0.00265,0.0,0.0,0.00516,0.17812,0.0,0.0,0.0,0.048299999999999996,0.0,0.09402,0.061029999999999994,0.0192,0.08184,0.0,0.0,0.10563,0.00094,0.0,0.0,0.0,0.0,0.01228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00256,0.23342,0.00439,0.014159999999999999,0.0,0.0,0.03475,0.0,0.0,0.0,0.01766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0324,0.0,0.0,0.04654,0.0,0.28695000000000004,0.01763,0.0,0.0,0.0,0.02908,0.0,0.00472,0.0,0.0,0.0,0.00303,0.0,0.02751,0.0,0.01219,0.02143
Adlercreutzia,Adlercreutzia equolifaciens,0.0,0.07736,0.2282,0.0,0.16055,0.0973,0.0,0.0,0.0,0.13503,0.0,0.01155,0.0,0.0,0.0,0.0,0.0,0.1139,0.0,0.13525,0.0,0.0,0.0,0.0,0.06795,0.0,0.0,0.00293,0.20924,0.0,0.0,0.10665,0.14517,0.14567,0.21612,0.0,0.0,0.0,0.0,0.00225,0.0,0.06404,0.04661,0.0,0.25364,0.0,0.0,0.0,0.0,0.0,0.00246,0.0,0.00699,0.00173,0.11834,0.0,0.0,0.0,0.0,0.03674,0.00849,0.0,0.01481,0.05469,0.0,0.0,0.03994,0.0,0.02311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02311,0.0,0.0,0.02613,0.0,0.07587,0.0,0.0,0.0,0.12584,0.0,0.0,0.0,0.16007,0.05724,0.0,0.51745,0.06395,0.0,0.0,0.0,0.0,0.0207,0.0,0.0,0.01329,0.0,0.01615,0.00562,0.01154,0.07731,0.0,0.02491,0.0,0.01241
Aeromonas,Aeromonas caviaeAeromonas aquariorumAeromonas veroniiAeromonas unclassifiedAeromonas hydrophila,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42555,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00223,0.0,0.36441,0.0,0.0,0.00472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aggregatibacter,Aggregatibacter aphrophilusAggregatibacter segnisAggregatibacter unclassified,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14531,0.0,0.0,0.0,0.0,0.0,0.0,0.19106,0.0,0.07215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00558,0.0,0.01968,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00313,0.0,0.08136,0.0,0.0,0.0,0.0,0.0,0.0,0.0011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13964,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00919,0.0,0.0,0.0,0.0,0.0,0.0
Akkermansia,Akkermansia muciniphila,0.0,0.0,0.08139,0.0,1.02439,0.00799,0.75432,0.0,0.00118,0.02233,0.04948,0.00958,0.0,0.0,0.0,0.00408,0.0,2.91297,0.11362,0.0,0.17646,0.0,0.0,0.0,0.0,2.60993,0.04651,0.0,0.03371,0.0,0.0,0.0,0.00119,0.0,0.43394,2.77892,0.00845,0.0,0.0,0.0,0.01073,0.0,0.0,0.09593,0.01411,0.0,0.0,0.24387,0.0066,0.0,0.52476,0.0,1.1447,0.0013,0.0,0.0,0.0,1.60869,0.0,0.0,1.03104,0.15148,0.13196,0.0,7.78488,0.0,0.06727,0.0,0.0,0.25238,0.0,0.08964,0.0,0.0,0.0,0.0,0.65343,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.205,0.47807,0.04443,0.0,0.00156,1.78724,0.0,0.0,0.0,0.0,2.52769,0.0,0.0,7.81375,5.9591,0.0,6.74694,0.0,0.0,0.22671,0.0,0.91561,0.0,0.00198
